price,pop_mean_ltv,pop_std_ltv,pop_risk_adj_ltv,avg_E_months,avg_hazard_mean,avg_S6,n_profiles
245.0,231.26969738863735,15.283972967059492,227.44870414687247,1.1394545826664126,0.9752612712222632,1.8346863834370544e-05,200
250.0,234.0103620785143,14.498136272490276,230.38582801039175,1.1292258127905859,0.9769703029743252,1.3382311115437664e-05,200
255.0,236.8234281923472,13.745567473398408,233.3870363239976,1.1197559771521477,0.9785658552650685,9.709032635854307e-06,200
260.0,239.7063812107857,13.0256485357293,236.4499690768534,1.110988184254997,0.9800548135816146,7.006311052197152e-06,200
265.0,242.65667759202188,12.337671161720685,239.5722598015917,1.1028698362091305,0.9814437305932671,5.028966760595771e-06,200
270.0,245.671763787717,11.680852604233847,242.75155063665855,1.0953523044728428,0.9827388315275875,3.5905783353324006e-06,200
275.0,248.7490925301527,11.054349898690061,245.9855050554802,1.0883906299535469,0.9839460209176667,2.5502254334474214e-06,200
280.0,251.88613668678613,10.457272611556519,249.271818533897,1.08194324563335,0.9850708905195172,1.8020381805944018e-06,200
285.0,255.08040095200414,9.88869420493668,252.60822740076998,1.0759717200333636,0.9861187282062894,1.266987941140385e-06,200
290.0,258.32943162119557,9.347662116223125,255.9925160921398,1.070440519963134,0.9870945276566349,8.864691277511379e-07,200
295.0,261.6308246692812,8.833206650143362,259.42252300674534,1.0653167911209325,0.9880029986671426,6.173100784242928e-07,200
300.0,264.9822323345285,8.344348778029733,262.896145140021,1.0605701552190254,0.9888485779326882,4.2792028846778397e-07,200
305.0,268.38136838876903,7.880106935933468,266.41134165478564,1.0561725224068075,0.9896354401531358,2.953366103384437e-07,200
310.0,271.82601225699545,7.43950290942276,269.96613652963975,1.052097917855295,0.9903675093396589,2.0297598938463024e-07,200
315.0,275.31401213264047,7.021566888691917,273.5586204104675,1.04832232144973,0.9910484702085937,1.3893928693688576e-07,200
320.0,278.8432872195924,6.625341773081561,277.186951776322,1.0448235196139146,0.9916817795649178,9.474136510942018e-08,200
325.0,282.4118292180683,6.249886799380966,280.8493575182231,1.0415809683609487,0.9922706775909416,6.436798192843016e-08,200
330.0,286.0177031587893,5.894280563444486,284.5441330179282,1.0385756667308916,0.9928181989684414,4.3580984145573054e-08,200
335.0,289.659047678388,5.5576234997889395,288.2696418034408,1.0357900398369577,0.993327183774169,2.941043080140329e-08,200
340.0,293.3340748185448,5.239039879016647,292.02431484879065,1.0332078307985773,0.993800288099369,1.9786178634527624e-08,200
345.0,297.041069421923,4.937679378187468,295.8066495773761,1.0308140008923825,0.9942399943536252,1.3272595892444634e-08,200
350.0,300.77838818946947,4.652718274687774,299.61520862079755,1.0285946373011803,0.9946486212220274,8.878883593458693e-09,200
355.0,304.5444584559935,4.383360309753421,303.4486183785551,1.0265368678865436,0.9950283332523482,5.924370243379501e-09,200
360.0,308.3377767340662,4.128837263621317,307.3055674181609,1.0246287824530227,0.9953811500556852,3.9434615422309386e-09,200
365.0,312.15690707011805,3.8884092803328603,311.18480475003486,1.0228593600113565,0.995708955109904,2.6189799183474855e-09,200
370.0,316.0004792511052,3.661364976500923,315.08513800698,1.0212184015846781,0.9960135041603043,1.7356838347710626e-09,200
375.0,319.8671868951889,3.4470213648886006,319.0054315539668,1.0196964681357097,0.9962964332162424,1.1480342511799102e-09,200
380.0,323.7557854554876,3.2447236204339815,322.94460455037915,1.0182848232245303,0.9965592661461085,7.57955720463202e-10,200
385.0,327.6650901620581,3.0538447133849695,326.9016289837119,1.016975380035823,0.996803421876082,4.995669229999302e-10,200
390.0,331.5939739237942,2.8737849314811834,330.8755276909239,1.0157606524417093,0.9970302212005859,3.287438047274919e-10,200
395.0,335.5413652088597,2.7039713106208367,334.8653723812045,1.014633709791519,0.997240893214367,2.16015998639282e-10,200
400.0,339.50624591955403,2.5438569911746356,338.8702816717604,1.0135881351432356,0.9974365813777039,1.417510545323793e-10,200
