lambda,best_mean_price,best_ra_price,best_ra_value,best_ra_std,best_ra_mean
0.0,120.0,120.0,104.00666300006642,26.63517242395946,104.00666300006642
0.1,120.0,120.0,101.34314575767048,26.63517242395946,104.00666300006642
0.25,120.0,120.0,97.34786989407655,26.63517242395946,104.00666300006642
0.5,120.0,120.0,90.6890767880867,26.63517242395946,104.00666300006642
1.0,120.0,120.0,77.37149057610696,26.63517242395946,104.00666300006642
2.0,120.0,120.0,50.736318152147504,26.63517242395946,104.00666300006642
